Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Description
2188,paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
2189,paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
2190,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2191,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2192,jaundice, vomiting, fatigue, weight_loss, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2193,jaundice,itching, fatigue, weight_loss, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2194,jaundice,itching, vomiting, weight_loss, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2195,jaundice,itching, vomiting, fatigue, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2196,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2197,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2198,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2199,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
2200,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2201,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2202,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2203,malaria, vomiting, high_fever, sweating, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2204,malaria, chills, high_fever, sweating, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2205,malaria, chills, vomiting, sweating, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2206,malaria, chills, vomiting, high_fever, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2207,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2208,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2209,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
2210,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2211,chicken pox, skin_rash, fatigue, lethargy, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2212,chicken pox,itching, fatigue, lethargy, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2213,chicken pox,itching, skin_rash, lethargy, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2214,chicken pox,itching, skin_rash, fatigue, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2215,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2216,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2217,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2218,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2219,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
2220,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2221,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2222,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2223,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2224,dengue, chills, joint_pain, vomiting, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2225,dengue, skin_rash, joint_pain, vomiting, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2226,dengue, skin_rash, chills, vomiting, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2227,dengue, skin_rash, chills, joint_pain, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2228,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2229,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
2230,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2231,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2232,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2233,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2234,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2235,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2236,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2237,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2238,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2239,typhoid, chills, fatigue, high_fever, headache,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
2240,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2241,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2242,hepatitis a, vomiting, yellowish_skin, dark_urine, nausea,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2243,hepatitis a, joint_pain, yellowish_skin, dark_urine, nausea,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2244,hepatitis a, joint_pain, vomiting, dark_urine, nausea,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2245,hepatitis a, joint_pain, vomiting, yellowish_skin, nausea,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2246,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2247,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2248,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2249,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
2250,hepatitis b,itching, fatigue, lethargy, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis B is a viral infection that attacks the liver.
2251,hepatitis b,itching, fatigue, lethargy, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis B is a viral infection that attacks the liver.
